k_index,k_fractional,energy_eV,spectral_weight_per_eV
0,-0.3750000000,-21.1680240034,2.2089197835e-03
0,-0.3750000000,-21.1380197171,2.0759299922e-03
0,-0.3750000000,-21.1080154308,1.9891622832e-03
0,-0.3750000000,-21.0780111444,1.9605034234e-03
0,-0.3750000000,-21.0480068581,1.9838361603e-03
0,-0.3750000000,-21.0180025718,2.0333124139e-03
0,-0.3750000000,-20.9879982855,2.0637130809e-03
0,-0.3750000000,-20.9579939991,2.0264932832e-03
0,-0.3750000000,-20.9279897128,1.9015514370e-03
0,-0.3750000000,-20.8979854265,1.7116792593e-03
0,-0.3750000000,-20.8679811402,1.4999753002e-03
0,-0.3750000000,-20.8379768538,1.3004703255e-03
0,-0.3750000000,-20.8079725675,1.1289459339e-03
0,-0.3750000000,-20.7779682812,9.8817076491e-04
0,-0.3750000000,-20.7479639949,8.7495096798e-04
0,-0.3750000000,-20.7179597085,7.8442724641e-04
0,-0.3750000000,-20.6879554222,7.1194163012e-04
0,-0.3750000000,-20.6579511359,6.5361988028e-04
0,-0.3750000000,-20.6279468495,6.0642290050e-04
0,-0.3750000000,-20.5979425632,5.6802522855e-04
0,-0.3750000000,-20.5679382769,5.3666344482e-04
0,-0.3750000000,-20.5379339906,5.1100218786e-04
0,-0.3750000000,-20.5079297042,4.9002839249e-04
0,-0.3750000000,-20.4779254179,4.7297177595e-04
0,-0.3750000000,-20.4479211316,4.5924642204e-04
0,-0.3750000000,-20.4179168453,4.4840838679e-04
0,-0.3750000000,-20.3879125589,4.4012522148e-04
0,-0.3750000000,-20.3579082726,4.3415435681e-04
0,-0.3750000000,-20.3279039863,4.3032817939e-04
0,-0.3750000000,-20.2978997000,4.2854432842e-04
0,-0.3750000000,-20.2678954136,4.2876028096e-04
0,-0.3750000000,-20.2378911273,4.3099172640e-04
