k_index,k1,k2,k3,k_distance_inv_ang,label,energy_eV,spectral_weight_per_eV
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.7267267267,1.2903233530e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.6666666667,1.4295513060e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.6066066066,1.5930238976e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.5465465465,1.7862498201e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.4864864865,2.0163509666e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.4264264264,2.2926080283e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.3663663664,2.6272077681e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.3063063063,3.0362573067e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.2462462462,3.5411292434e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.1861861862,4.1701535889e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.1261261261,4.9604917814e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.0660660661,5.9595036207e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-6.0060060060,7.2235818219e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.9459459459,8.8094259183e-01
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.8858858859,1.0747275985e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.8258258258,1.2980479702e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.7657657658,1.5268211732e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.7057057057,1.7117253685e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.6456456456,1.7916048527e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.5855855856,1.7336310274e+00
0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,G,-5.5255255255,1.5620053472e+00
