distance_A,energy_local_Ha,num_operators,energy_measured_Ha,std_measured_Ha,shots,backend,job_id,optimal_parameters
0.5,-0.9381517096663374,1,-0.9290066342801124,0.03571341532098045,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.0761000000
0.6,-1.066608069909072,1,-1.0620318367620976,0.03412501713032507,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.0925000000
0.74,-1.0796092703544518,1,-1.0393344586892637,0.026009277783533836,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.1108000000
0.9,-1.100061142687262,1,-1.101250799451455,0.027025761583545554,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.1421500000
1.1,-1.0867263435520125,1,-1.0911076858762327,0.024412215317262655,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.1907500000
1.4,-1.082578082726559,1,-1.1129251636724844,0.02309078411356783,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.2925000000
1.8,-1.0459626356127043,1,-1.109087333249114,0.02124677814721925,4096,ibm_kingston,daicd9vi3e6s738osrdg,-0.4402000000
